NOCh;WMC_CK_min;NMI;WMC_CK_75%;WMC_CK_count;Bugged;NMIR;WMC;NPM;DIT;NORM;WMC_CK_max;WMC_CK_25%;WMC_CK_std;WMC_CK_mean;WMC_CK_50%
0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;1.0;0.0;3.0;44.0;False;0.0;81.0;42.0;1.0;0.0;8.0;1.0;1.842073470930093;2.0454545454545454;1.0
0.0;6.0;0.0;6.0;1.0;False;0.0;5.0;1.0;1.0;0.0;6.0;6.0;0.0;6.0;6.0
0.0;2.0;0.0;7.25;2.0;False;0.0;11.0;2.0;1.0;0.0;9.0;3.75;4.949747468305833;5.5;5.5
0.0;1.0;0.0;1.0;2.0;False;0.0;5.0;2.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0
0.0;1.0;0.0;1.0;1.0;False;0.0;3.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0
0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;1.0;0.0;1.0;14.0;False;0.0;21.0;14.0;1.0;0.0;7.0;1.0;1.6035674514745466;1.4285714285714286;1.0
0.0;1.0;0.0;2.0;6.0;False;0.0;9.0;6.0;1.0;0.0;4.0;1.0;1.1690451944500122;1.8333333333333333;1.5
0.0;1.0;0.0;2.0;7.0;False;0.0;17.0;6.0;1.0;0.0;7.0;1.0;2.1930626551751344;2.142857142857143;1.0
0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;1.0;0.0;1.0;1.0;False;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0
0.0;1.0;0.0;1.0;1.0;False;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0
0.0;1.0;0.0;1.0;1.0;False;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0
0.0;1.0;0.0;1.0;1.0;False;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0
0.0;1.0;0.0;1.0;1.0;False;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0
0.0;1.0;0.0;1.0;1.0;False;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0
0.0;1.0;0.0;1.0;1.0;False;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0
0.0;1.0;0.0;1.0;1.0;False;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0
0.0;1.0;0.0;1.0;1.0;False;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0
0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;1.0;0.0;1.0;1.0;False;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0
0.0;1.0;0.0;1.0;1.0;False;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0
0.0;1.0;0.0;1.0;1.0;False;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0
0.0;1.0;0.0;1.0;2.0;False;0.0;2.0;2.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0
0.0;1.0;0.0;1.0;3.0;False;0.0;3.0;3.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0
0.0;1.0;0.0;1.0;1.0;False;0.0;2.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0
0.0;1.0;0.0;1.0;1.0;False;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0
0.0;1.0;0.0;1.75;6.0;False;0.0;9.0;6.0;1.0;0.0;2.0;1.0;0.5163977794943222;1.3333333333333333;1.0
0.0;1.0;0.0;1.0;1.0;False;0.0;3.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0
0.0;1.0;0.0;2.25;8.0;False;0.0;13.0;6.0;1.0;0.0;3.0;1.0;0.9161253813129044;1.625;1.0
0.0;0.0;0.0;0.0;0.0;False;0.0;13.0;6.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;1.0;0.0;3.0;4.0;False;0.0;9.0;3.0;1.0;0.0;6.0;1.0;2.3804761428476167;2.5;1.5
0.0;1.0;0.0;4.5;3.0;False;0.0;9.0;2.0;1.0;0.0;8.0;1.0;4.0414518843273814;3.333333333333333;1.0
0.0;1.0;0.0;1.75;6.0;False;0.0;17.0;9.0;1.0;0.0;5.0;1.0;1.6020819787597222;1.8333333333333333;1.0
0.0;4.0;0.0;4.0;1.0;False;0.0;17.0;9.0;1.0;0.0;4.0;4.0;0.0;4.0;4.0
0.0;1.0;0.0;1.0;2.0;False;0.0;17.0;9.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0
0.0;1.0;0.0;3.0;5.0;False;0.0;15.0;4.0;1.0;0.0;4.0;1.0;1.3038404810405295;2.2;2.0
0.0;1.0;0.0;1.0;3.0;False;0.0;11.0;3.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0
0.0;3.0;0.0;3.0;1.0;False;0.0;11.0;3.0;1.0;0.0;3.0;3.0;0.0;3.0;3.0
0.0;3.0;0.0;3.0;1.0;False;0.0;11.0;3.0;1.0;0.0;3.0;3.0;0.0;3.0;3.0
0.0;1.0;0.0;1.25;4.0;False;0.0;5.0;4.0;1.0;0.0;2.0;1.0;0.5;1.25;1.0
0.0;1.0;0.0;11.0;5.0;False;0.0;22.0;5.0;1.0;0.0;12.0;2.0;5.263078946776306;5.8;3.0
0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;1.0;0.0;2.5;14.0;False;0.0;27.0;12.0;1.0;0.0;8.0;1.0;2.0;2.0;1.0
0.0;6.0;0.0;8.25;2.0;False;0.0;7.0;2.0;1.0;0.0;9.0;6.75;2.1213203435596424;7.5;7.5
0.0;1.0;0.0;1.0;1.0;True;0.0;97.0;10.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0
0.0;1.0;0.0;3.0;31.0;True;0.0;97.0;10.0;1.0;0.0;23.0;1.0;4.72490541522216;3.4838709677419355;2.0
0.0;0.0;0.0;0.0;0.0;True;0.0;97.0;10.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;1.0;0.0;3.75;6.0;False;0.0;11.0;5.0;1.0;0.0;5.0;1.25;1.6329931618554518;2.6666666666666665;2.5
0.0;1.0;0.0;6.5;4.0;False;0.0;19.0;3.0;1.0;0.0;11.0;1.75;4.5;4.75;3.5
0.0;1.0;0.0;1.0;8.0;False;0.0;8.0;8.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0
0.0;1.0;0.0;1.5;7.0;False;0.0;11.0;7.0;1.0;0.0;2.0;1.0;0.4879500364742666;1.2857142857142858;1.0
0.0;1.0;0.0;2.0;9.0;False;0.0;14.0;9.0;1.0;0.0;2.0;1.0;0.5270462766947299;1.4444444444444444;1.0
0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;1.0;0.0;2.0;4.0;False;0.0;5.0;3.0;1.0;0.0;2.0;1.0;0.5773502691896257;1.5;1.5
0.0;1.0;0.0;1.25;8.0;False;0.0;11.0;7.0;1.0;0.0;3.0;1.0;0.7440238091428449;1.375;1.0
0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;1.0;0.0;1.0;5.0;False;0.0;9.0;5.0;1.0;0.0;4.0;1.0;1.3416407864998738;1.6;1.0
0.0;1.0;0.0;1.75;2.0;False;0.0;5.0;2.0;1.0;0.0;2.0;1.25;0.7071067811865476;1.5;1.5
0.0;1.0;0.0;1.0;5.0;False;0.0;6.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0
0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;1.0;0.0;4.0;13.0;False;0.0;37.0;5.0;1.0;0.0;15.0;2.0;3.670743654133175;3.8461538461538463;3.0
0.0;0.0;0.0;0.0;0.0;False;0.0;37.0;5.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;False;0.0;37.0;5.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;11.0;0.0;11.0;1.0;False;0.0;10.0;1.0;1.0;0.0;11.0;11.0;0.0;11.0;11.0
0.0;1.0;0.0;9.5;3.0;False;0.0;20.0;2.0;1.0;0.0;15.0;2.5;7.371114795831994;6.666666666666668;4.0
0.0;1.0;0.0;10.25;14.0;False;0.0;84.0;2.0;1.0;0.0;16.0;2.0;5.429366627703638;6.642857142857142;4.5
0.0;4.0;0.0;4.0;1.0;True;0.0;3.0;1.0;1.0;0.0;4.0;4.0;0.0;4.0;4.0
0.0;1.0;0.0;1.0;1.0;False;0.0;2.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0
0.0;1.0;0.0;1.0;1.0;False;0.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0
0.0;3.0;0.0;3.0;3.0;False;0.0;8.0;2.0;1.0;0.0;3.0;3.0;0.0;3.0;3.0
0.0;1.0;0.0;3.0;3.0;False;0.0;7.0;2.0;1.0;0.0;3.0;2.0;1.1547005383792517;2.333333333333333;3.0
0.0;1.0;0.0;4.25;4.0;False;0.0;10.0;4.0;1.0;0.0;8.0;1.75;3.1091263510296048;3.5;2.5
0.0;1.0;0.0;2.0;9.0;False;0.0;10.0;4.0;1.0;0.0;3.0;1.0;0.881917103688197;1.5555555555555556;1.0
0.0;1.0;0.0;4.5;3.0;False;0.0;9.0;3.0;1.0;0.0;7.0;1.5;3.2145502536643185;3.333333333333333;2.0
0.0;1.0;0.0;1.5;7.0;False;0.0;9.0;3.0;1.0;0.0;3.0;1.0;0.7867957924694432;1.4285714285714286;1.0
0.0;1.0;0.0;1.0;1.0;False;0.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0
0.0;1.0;0.0;4.25;8.0;False;0.0;19.0;2.0;1.0;0.0;13.0;1.0;4.0686080455816125;3.625;2.0
0.0;1.0;0.0;8.25;24.0;False;0.0;94.0;2.0;1.0;0.0;14.0;2.0;3.9553669281410393;5.083333333333333;3.0
0.0;5.0;0.0;5.0;1.0;False;0.0;94.0;2.0;1.0;0.0;5.0;5.0;0.0;5.0;5.0
0.0;1.0;0.0;2.5;2.0;False;0.0;94.0;2.0;1.0;0.0;3.0;1.5;1.4142135623730951;2.0;2.0
0.0;1.0;0.0;1.75;2.0;False;0.0;94.0;2.0;1.0;0.0;2.0;1.25;0.7071067811865476;1.5;1.5
0.0;2.0;0.0;2.0;1.0;False;0.0;94.0;2.0;1.0;0.0;2.0;2.0;0.0;2.0;2.0
0.0;1.0;0.0;1.0;1.0;False;0.0;94.0;2.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0
0.0;1.0;0.0;5.5;10.0;False;0.0;28.0;2.0;1.0;0.0;10.0;1.0;3.3399933466334266;3.6;2.0
0.0;1.0;0.0;1.0;1.0;False;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0
0.0;1.0;0.0;3.75;6.0;False;0.0;13.0;2.0;1.0;0.0;4.0;1.25;1.3784048752090219;2.5;2.5
0.0;1.0;0.0;7.0;9.0;False;0.0;36.0;2.0;1.0;0.0;15.0;2.0;5.123475382979799;5.666666666666668;4.0
0.0;1.0;0.0;1.0;1.0;False;0.0;2.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0
0.0;1.0;0.0;4.0;9.0;False;0.0;31.0;2.0;1.0;0.0;17.0;1.0;5.246692079565731;4.4444444444444455;3.0
0.0;0.0;0.0;0.0;0.0;False;0.0;31.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;1.0;0.0;1.0;1.0;False;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0
0.0;3.0;0.0;12.25;4.0;False;0.0;30.0;1.0;1.0;0.0;16.0;3.75;6.137317546507322;8.5;7.5
0.0;3.0;0.0;12.75;4.0;False;0.0;33.0;1.0;1.0;0.0;18.0;4.5;6.751543033509697;9.25;8.0
0.0;1.0;0.0;8.5;3.0;False;0.0;17.0;1.0;1.0;0.0;14.0;2.0;7.0;6.0;3.0
0.0;2.0;0.0;2.0;2.0;False;0.0;17.0;1.0;1.0;0.0;2.0;2.0;0.0;2.0;2.0
0.0;1.0;0.0;1.0;25.0;False;0.0;36.0;24.0;1.0;0.0;4.0;1.0;0.916515138991168;1.44;1.0
0.0;1.0;0.0;7.25;14.0;False;0.0;55.0;6.0;1.0;0.0;14.0;1.0;4.415880433163924;4.5;2.5
0.0;0.0;0.0;0.0;0.0;False;0.0;19.0;4.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;1.0;0.0;3.5;7.0;False;0.0;19.0;4.0;1.0;0.0;7.0;1.0;2.193062655175134;2.8571428571428568;3.0
0.0;0.0;0.0;0.0;0.0;False;0.0;19.0;4.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;5.0;0.0;5.0;1.0;False;0.0;2.0;1.0;1.0;0.0;5.0;5.0;0.0;5.0;5.0
0.0;0.0;0.0;0.0;0.0;True;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;1.0;0.0;6.5;11.0;False;0.0;46.0;1.0;1.0;0.0;11.0;2.0;3.3303016516389463;4.909090909090909;5.0
0.0;0.0;0.0;0.0;0.0;False;0.0;46.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;1.0;0.0;3.0;7.0;False;0.0;16.0;7.0;1.0;0.0;4.0;2.0;0.9759000729485332;2.4285714285714284;2.0
0.0;1.0;0.0;1.0;73.0;True;0.0;113.0;70.0;1.0;0.0;22.0;1.0;2.7042162243666565;1.7260273972602742;1.0
0.0;1.0;0.0;2.0;11.0;True;0.0;16.0;11.0;1.0;0.0;2.0;1.0;0.504524979109513;1.3636363636363635;1.0
