Bugged;NPF;NSF;PMd;NOA;NOD;ClTCi;NSM;RTLOC;TLOC;ClRCi;NOL
False;0.0;2.0;19.0;0.0;0.0;36.0;5.0;379.0;245.0;1.384615385;0.0
False;0.0;2.0;19.0;0.0;0.0;36.0;5.0;379.0;245.0;1.384615385;0.0
False;0.0;0.0;40.0;0.0;0.0;40.0;0.0;243.0;82.0;1.0;0.0
False;0.0;0.0;40.0;0.0;0.0;40.0;0.0;243.0;82.0;1.0;0.0
False;0.0;0.0;40.0;0.0;0.0;40.0;0.0;243.0;82.0;1.0;0.0
False;0.0;0.0;40.0;0.0;0.0;40.0;0.0;243.0;82.0;1.0;0.0
False;0.0;0.0;40.0;0.0;0.0;40.0;0.0;243.0;82.0;1.0;0.0
False;0.0;0.0;40.0;0.0;0.0;40.0;0.0;243.0;82.0;1.0;0.0
False;0.0;0.0;40.0;0.0;0.0;40.0;0.0;243.0;82.0;1.0;0.0
False;0.0;0.0;40.0;0.0;0.0;40.0;0.0;243.0;82.0;1.0;0.0
False;0.0;0.0;40.0;0.0;0.0;40.0;0.0;243.0;82.0;1.0;0.0
False;0.0;0.0;40.0;0.0;0.0;40.0;0.0;243.0;82.0;1.0;0.0
False;0.0;0.0;40.0;0.0;0.0;40.0;0.0;243.0;82.0;1.0;0.0
False;0.0;0.0;40.0;0.0;0.0;40.0;0.0;243.0;82.0;1.0;0.0
False;0.0;0.0;40.0;0.0;0.0;40.0;0.0;243.0;82.0;1.0;0.0
False;0.0;0.0;40.0;0.0;0.0;40.0;0.0;243.0;82.0;1.0;0.0
False;0.0;0.0;40.0;0.0;0.0;40.0;0.0;243.0;82.0;1.0;0.0
False;0.0;0.0;40.0;0.0;0.0;40.0;0.0;243.0;82.0;1.0;0.0
False;0.0;0.0;40.0;0.0;0.0;40.0;0.0;243.0;82.0;1.0;0.0
False;0.0;0.0;40.0;0.0;0.0;40.0;0.0;243.0;82.0;1.0;0.0
False;0.0;0.0;40.0;0.0;0.0;40.0;0.0;243.0;82.0;1.0;0.0
False;0.0;0.0;40.0;0.0;0.0;40.0;0.0;243.0;82.0;1.0;0.0
False;0.0;0.0;40.0;0.0;0.0;40.0;0.0;243.0;82.0;1.0;0.0
False;0.0;0.0;40.0;0.0;0.0;40.0;0.0;243.0;82.0;1.0;0.0
False;0.0;0.0;40.0;0.0;0.0;40.0;0.0;243.0;82.0;1.0;0.0
False;0.0;0.0;40.0;0.0;0.0;40.0;0.0;243.0;82.0;1.0;0.0
False;0.0;0.0;40.0;0.0;0.0;40.0;0.0;243.0;82.0;1.0;0.0
False;0.0;0.0;40.0;0.0;0.0;40.0;0.0;243.0;82.0;1.0;0.0
False;0.0;0.0;40.0;0.0;0.0;40.0;0.0;243.0;82.0;1.0;0.0
False;0.0;0.0;40.0;0.0;0.0;40.0;0.0;243.0;82.0;1.0;0.0
False;0.0;0.0;40.0;0.0;0.0;40.0;0.0;243.0;82.0;1.0;0.0
False;0.0;0.0;40.0;0.0;0.0;40.0;0.0;243.0;82.0;1.0;0.0
False;0.0;0.0;40.0;0.0;0.0;40.0;0.0;243.0;82.0;1.0;0.0
False;0.0;0.0;40.0;0.0;0.0;40.0;0.0;243.0;82.0;1.0;0.0
False;0.0;0.0;40.0;0.0;0.0;40.0;0.0;243.0;82.0;1.0;0.0
False;0.0;0.0;40.0;0.0;0.0;40.0;0.0;243.0;82.0;1.0;0.0
False;0.0;0.0;40.0;0.0;0.0;40.0;0.0;243.0;82.0;1.0;0.0
False;0.0;0.0;40.0;0.0;0.0;40.0;0.0;243.0;82.0;1.0;0.0
False;0.0;0.0;40.0;0.0;0.0;40.0;0.0;243.0;82.0;1.0;0.0
False;7.0;11.0;8.0;0.0;0.0;9.0;0.0;440.0;59.0;1.125;0.0
False;0.0;0.0;0.0;0.0;0.0;36.0;0.0;202.0;38.0;1.0;0.0
False;0.0;0.0;0.0;0.0;0.0;36.0;0.0;202.0;38.0;1.0;0.0
False;0.0;0.0;0.0;0.0;0.0;36.0;0.0;202.0;38.0;1.0;0.0
False;0.0;0.0;0.0;0.0;0.0;36.0;0.0;202.0;38.0;1.0;0.0
False;0.0;0.0;0.0;0.0;0.0;36.0;0.0;202.0;38.0;1.0;0.0
False;0.0;0.0;0.0;0.0;0.0;36.0;0.0;202.0;38.0;1.0;0.0
False;0.0;0.0;0.0;0.0;0.0;36.0;0.0;202.0;38.0;1.0;0.0
False;0.0;0.0;0.0;0.0;0.0;36.0;0.0;202.0;38.0;1.0;0.0
False;0.0;0.0;0.0;0.0;0.0;36.0;0.0;202.0;38.0;1.0;0.0
False;0.0;0.0;0.0;0.0;0.0;36.0;0.0;202.0;38.0;1.0;0.0
False;0.0;0.0;0.0;0.0;0.0;36.0;0.0;202.0;38.0;1.0;0.0
False;0.0;0.0;0.0;0.0;0.0;36.0;0.0;202.0;38.0;1.0;0.0
False;0.0;0.0;0.0;0.0;0.0;36.0;0.0;202.0;38.0;1.0;0.0
False;0.0;0.0;0.0;0.0;0.0;36.0;0.0;202.0;38.0;1.0;0.0
False;0.0;0.0;0.0;0.0;0.0;36.0;0.0;202.0;38.0;1.0;0.0
False;0.0;0.0;0.0;0.0;0.0;36.0;0.0;202.0;38.0;1.0;0.0
False;0.0;0.0;0.0;0.0;0.0;36.0;0.0;202.0;38.0;1.0;0.0
False;0.0;0.0;0.0;0.0;0.0;36.0;0.0;202.0;38.0;1.0;0.0
False;0.0;0.0;0.0;0.0;0.0;36.0;0.0;202.0;38.0;1.0;0.0
False;0.0;0.0;0.0;0.0;0.0;36.0;0.0;202.0;38.0;1.0;0.0
False;0.0;0.0;0.0;0.0;0.0;36.0;0.0;202.0;38.0;1.0;0.0
False;0.0;0.0;0.0;0.0;0.0;36.0;0.0;202.0;38.0;1.0;0.0
False;0.0;0.0;0.0;0.0;0.0;36.0;0.0;202.0;38.0;1.0;0.0
False;0.0;0.0;0.0;0.0;0.0;36.0;0.0;202.0;38.0;1.0;0.0
False;0.0;0.0;0.0;0.0;0.0;36.0;0.0;202.0;38.0;1.0;0.0
False;0.0;0.0;0.0;0.0;0.0;36.0;0.0;202.0;38.0;1.0;0.0
False;0.0;0.0;0.0;0.0;0.0;36.0;0.0;202.0;38.0;1.0;0.0
False;0.0;0.0;0.0;0.0;0.0;36.0;0.0;202.0;38.0;1.0;0.0
False;0.0;0.0;0.0;0.0;0.0;36.0;0.0;202.0;38.0;1.0;0.0
False;0.0;0.0;0.0;0.0;0.0;36.0;0.0;202.0;38.0;1.0;0.0
False;0.0;0.0;0.0;0.0;0.0;36.0;0.0;202.0;38.0;1.0;0.0
False;0.0;0.0;0.0;0.0;0.0;36.0;0.0;202.0;38.0;1.0;0.0
False;0.0;0.0;0.0;0.0;0.0;36.0;0.0;202.0;38.0;1.0;0.0
False;0.0;0.0;0.0;0.0;0.0;36.0;0.0;202.0;38.0;1.0;0.0
False;0.0;0.0;0.0;0.0;0.0;36.0;0.0;202.0;38.0;1.0;0.0
False;0.0;0.0;0.0;0.0;0.0;36.0;0.0;202.0;38.0;1.0;0.0
False;7.0;11.0;55.0;0.0;0.0;217.85;0.0;1063.0;992.0;3.821929825;0.0
False;7.0;11.0;55.0;0.0;0.0;217.85;0.0;1063.0;992.0;3.821929825;0.0
False;7.0;11.0;55.0;0.0;0.0;217.85;0.0;1063.0;992.0;3.821929825;0.0
False;7.0;11.0;55.0;0.0;0.0;217.85;0.0;1063.0;992.0;3.821929825;0.0
False;7.0;11.0;55.0;0.0;0.0;217.85;0.0;1063.0;992.0;3.821929825;0.0
False;7.0;11.0;55.0;0.0;0.0;217.85;0.0;1063.0;992.0;3.821929825;0.0
False;7.0;11.0;55.0;0.0;0.0;217.85;0.0;1063.0;992.0;3.821929825;0.0
False;7.0;11.0;55.0;0.0;0.0;217.85;0.0;1063.0;992.0;3.821929825;0.0
False;7.0;11.0;55.0;0.0;0.0;217.85;0.0;1063.0;992.0;3.821929825;0.0
False;7.0;11.0;55.0;0.0;0.0;217.85;0.0;1063.0;992.0;3.821929825;0.0
False;7.0;11.0;55.0;0.0;0.0;217.85;0.0;1063.0;992.0;3.821929825;0.0
False;7.0;11.0;55.0;0.0;0.0;217.85;0.0;1063.0;992.0;3.821929825;0.0
False;7.0;11.0;55.0;0.0;0.0;217.85;0.0;1063.0;992.0;3.821929825;0.0
False;7.0;11.0;55.0;0.0;0.0;217.85;0.0;1063.0;992.0;3.821929825;0.0
False;7.0;11.0;55.0;0.0;0.0;217.85;0.0;1063.0;992.0;3.821929825;0.0
False;7.0;11.0;55.0;0.0;0.0;217.85;0.0;1063.0;992.0;3.821929825;0.0
False;7.0;11.0;55.0;0.0;0.0;217.85;0.0;1063.0;992.0;3.821929825;0.0
False;7.0;11.0;55.0;0.0;0.0;217.85;0.0;1063.0;992.0;3.821929825;0.0
False;7.0;11.0;55.0;0.0;0.0;217.85;0.0;1063.0;992.0;3.821929825;0.0
False;7.0;11.0;55.0;0.0;0.0;217.85;0.0;1063.0;992.0;3.821929825;0.0
False;7.0;11.0;55.0;0.0;0.0;217.85;0.0;1063.0;992.0;3.821929825;0.0
False;7.0;11.0;55.0;0.0;0.0;217.85;0.0;1063.0;992.0;3.821929825;0.0
False;7.0;11.0;55.0;0.0;0.0;217.85;0.0;1063.0;992.0;3.821929825;0.0
False;7.0;11.0;55.0;0.0;0.0;217.85;0.0;1063.0;992.0;3.821929825;0.0
False;7.0;11.0;55.0;0.0;0.0;217.85;0.0;1063.0;992.0;3.821929825;0.0
False;7.0;11.0;55.0;0.0;0.0;217.85;0.0;1063.0;992.0;3.821929825;0.0
False;0.0;1.0;2.0;0.0;0.0;4.0;0.0;48.0;28.0;2.0;0.0
False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
False;0.0;0.0;2.0;0.0;0.0;6.0;1.0;52.0;35.0;2.0;0.0
False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
True;0.0;0.0;6.0;0.0;0.0;17.5;0.0;102.0;35.0;2.5;0.0
True;0.0;0.0;6.0;0.0;0.0;17.5;0.0;102.0;35.0;2.5;0.0
True;0.0;0.0;6.0;0.0;0.0;17.5;0.0;102.0;35.0;2.5;0.0
False;0.0;1.0;2.0;0.0;0.0;9.0;0.0;67.0;31.0;3.0;0.0
True;0.0;1.0;5.0;0.0;0.0;26.5;0.0;316.0;147.0;2.65;0.0
True;0.0;1.0;5.0;0.0;0.0;26.5;0.0;316.0;147.0;2.65;0.0
False;0.0;0.0;0.0;0.0;0.0;4.0;0.0;19.0;4.0;2.0;0.0
False;0.0;0.0;5.0;0.0;0.0;7.0;0.0;33.0;20.0;1.4;0.0
False;0.0;0.0;0.0;0.0;0.0;4.0;0.0;12.0;3.0;4.0;0.0
False;0.0;0.0;0.0;0.0;0.0;6.0;0.0;37.0;7.0;1.2;0.0
True;0.0;0.0;23.0;0.0;0.0;33.0;0.0;141.0;86.0;1.434782609;0.0
True;0.0;0.0;10.0;0.0;0.0;23.166666666999998;1.0;103.0;59.0;2.316666667;0.0
False;0.0;0.0;8.0;0.0;0.0;19.25;0.0;95.0;42.0;2.40625;0.0
False;0.0;0.0;0.0;0.0;0.0;1.0;0.0;8.0;3.0;1.0;0.0
False;0.0;0.0;2.0;0.0;0.0;2.0;0.0;13.0;9.0;1.0;0.0
False;0.0;0.0;1.0;0.0;0.0;1.0;0.0;7.0;5.0;1.0;0.0
False;0.0;0.0;0.0;0.0;0.0;5.0;0.0;20.0;5.0;1.666666667;0.0
False;0.0;0.0;0.0;0.0;0.0;13.0;0.0;42.0;5.0;4.333333333;0.0
False;0.0;0.0;11.0;0.0;0.0;46.0;6.0;204.0;74.0;3.066666667;0.0
False;0.0;0.0;6.0;0.0;0.0;9.0;0.0;46.0;28.0;1.5;0.0
False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
True;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
False;0.0;0.0;0.0;0.0;0.0;4.0;0.0;24.0;5.0;1.333333333;0.0
False;0.0;0.0;4.0;0.0;0.0;5.5;0.0;26.0;15.0;1.375;0.0
False;0.0;1.0;5.0;0.0;0.0;8.5;0.0;73.0;33.0;1.416666667;0.0
True;0.0;1.0;11.0;0.0;0.0;27.0;0.0;182.0;92.0;1.8;0.0
False;0.0;0.0;7.0;0.0;0.0;12.0;0.0;79.0;36.0;1.714285714;0.0
True;0.0;1.0;4.0;0.0;0.0;10.0;0.0;93.0;48.0;1.428571429;0.0
False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
True;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
True;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
True;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;43.0;26.0;0.0;0.0
False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;43.0;26.0;0.0;0.0
False;1.0;1.0;22.0;0.0;0.0;37.5;0.0;320.0;229.0;1.630434783;0.0
True;0.0;0.0;0.0;0.0;0.0;19.0;0.0;38.0;19.0;1.117647059;0.0
False;0.0;0.0;0.0;0.0;0.0;4.0;1.0;460.0;192.0;2.0;0.0
False;0.0;0.0;0.0;0.0;0.0;4.0;1.0;460.0;192.0;2.0;0.0
False;0.0;0.0;0.0;0.0;0.0;4.0;1.0;460.0;192.0;2.0;0.0
False;0.0;0.0;0.0;0.0;0.0;4.0;1.0;460.0;192.0;2.0;0.0
False;0.0;0.0;0.0;0.0;0.0;4.0;1.0;460.0;192.0;2.0;0.0
False;0.0;0.0;0.0;0.0;0.0;4.0;1.0;460.0;192.0;2.0;0.0
False;0.0;0.0;0.0;0.0;0.0;4.0;1.0;460.0;192.0;2.0;0.0
False;0.0;0.0;0.0;0.0;0.0;4.0;1.0;460.0;192.0;2.0;0.0
False;0.0;0.0;0.0;0.0;0.0;4.0;1.0;460.0;192.0;2.0;0.0
False;0.0;0.0;0.0;0.0;0.0;4.0;1.0;460.0;192.0;2.0;0.0
False;0.0;0.0;0.0;0.0;0.0;4.0;1.0;460.0;192.0;2.0;0.0
False;0.0;0.0;0.0;0.0;0.0;4.0;1.0;460.0;192.0;2.0;0.0
False;0.0;0.0;0.0;0.0;0.0;4.0;1.0;460.0;192.0;2.0;0.0
False;0.0;0.0;0.0;0.0;0.0;4.0;1.0;460.0;192.0;2.0;0.0
False;0.0;0.0;0.0;0.0;0.0;4.0;1.0;460.0;192.0;2.0;0.0
False;0.0;0.0;0.0;0.0;0.0;4.0;1.0;460.0;192.0;2.0;0.0
False;0.0;0.0;0.0;0.0;0.0;4.0;1.0;460.0;192.0;2.0;0.0
False;0.0;0.0;0.0;0.0;0.0;4.0;1.0;460.0;192.0;2.0;0.0
False;0.0;0.0;0.0;0.0;0.0;4.0;1.0;460.0;192.0;2.0;0.0
False;0.0;0.0;0.0;0.0;0.0;4.0;1.0;460.0;192.0;2.0;0.0
False;0.0;0.0;20.0;0.0;0.0;24.0;0.0;117.0;70.0;1.2;0.0
False;5.0;5.0;1.0;0.0;0.0;37.5;10.0;381.0;258.0;2.884615385;0.0
False;5.0;5.0;1.0;0.0;0.0;37.5;10.0;381.0;258.0;2.884615385;0.0
False;0.0;0.0;11.0;0.0;0.0;22.0;0.0;107.0;61.0;1.833333333;0.0
False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;130.0;85.0;0.0;0.0
False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;130.0;85.0;0.0;0.0
False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;130.0;85.0;0.0;0.0
False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;130.0;85.0;0.0;0.0
False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;130.0;85.0;0.0;0.0
False;0.0;0.0;2.0;0.0;0.0;4.0;0.0;165.0;107.0;2.0;0.0
False;0.0;0.0;2.0;0.0;0.0;4.0;0.0;165.0;107.0;2.0;0.0
False;0.0;0.0;2.0;0.0;0.0;4.0;0.0;165.0;107.0;2.0;0.0
False;0.0;0.0;2.0;0.0;0.0;4.0;0.0;165.0;107.0;2.0;0.0
False;0.0;0.0;2.0;0.0;0.0;4.0;0.0;165.0;107.0;2.0;0.0
False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
False;0.0;1.0;2.0;0.0;0.0;4.0;0.0;24.0;19.0;2.0;0.0
True;0.0;0.0;8.0;0.0;0.0;9.0;0.0;61.0;39.0;1.125;0.0
False;0.0;0.0;10.0;0.0;0.0;11.0;0.0;64.0;59.0;1.1;0.0
False;0.0;0.0;10.0;0.0;0.0;11.0;0.0;61.0;56.0;1.1;0.0
False;0.0;0.0;6.0;0.0;0.0;6.0;0.0;30.0;23.0;1.0;0.0
False;0.0;0.0;4.0;0.0;0.0;7.0;0.0;24.0;19.0;1.75;0.0
False;0.0;0.0;6.0;0.0;0.0;7.0;0.0;44.0;31.0;1.166666667;0.0
False;0.0;0.0;4.0;0.0;0.0;4.0;0.0;27.0;22.0;1.0;0.0
False;0.0;0.0;5.0;0.0;0.0;9.0;0.0;33.0;27.0;1.8;0.0
False;0.0;0.0;14.0;0.0;0.0;121.515151515;0.0;127.0;76.0;8.67965368;0.0
False;0.0;0.0;6.0;0.0;0.0;8.0;0.0;32.0;27.0;1.333333333;0.0
False;0.0;0.0;6.0;0.0;0.0;7.0;0.0;41.0;36.0;1.166666667;0.0
False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
False;0.0;0.0;13.0;0.0;0.0;14.0;0.0;90.0;84.0;1.076923077;0.0
False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
False;0.0;0.0;4.0;0.0;0.0;5.0;0.0;30.0;25.0;1.25;0.0
False;0.0;0.0;1.0;0.0;0.0;1.0;1.0;7.0;5.0;1.0;0.0
True;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
False;0.0;0.0;5.0;0.0;0.0;12.0;0.0;24.0;19.0;2.4;0.0
False;0.0;0.0;1.0;0.0;0.0;1.0;0.0;10.0;7.0;1.0;0.0
False;0.0;0.0;2.0;0.0;0.0;3.0;0.0;22.0;16.0;1.5;0.0
False;0.0;0.0;2.0;0.0;0.0;3.0;0.0;61.0;39.0;1.5;0.0
False;0.0;0.0;0.0;0.0;0.0;6.0;0.0;19.0;11.0;2.0;0.0
False;0.0;0.0;7.0;0.0;0.0;9.0;0.0;90.0;44.0;1.285714286;0.0
False;0.0;0.0;1.0;0.0;0.0;1.0;0.0;8.0;5.0;1.0;0.0
False;0.0;0.0;2.0;0.0;0.0;3.0;0.0;24.0;15.0;1.5;0.0
False;0.0;0.0;1.0;0.0;0.0;1.0;0.0;16.0;10.0;1.0;0.0
True;0.0;0.0;1.0;0.0;0.0;1.0;0.0;12.0;5.0;1.0;0.0
True;0.0;0.0;2.0;0.0;0.0;3.0;0.0;58.0;23.0;1.0;0.0
False;0.0;0.0;3.0;0.0;0.0;6.0;0.0;29.0;17.0;2.0;0.0
True;0.0;0.0;0.0;0.0;0.0;8.0;0.0;76.0;32.0;1.6;0.0
False;0.0;0.0;0.0;0.0;0.0;4.0;0.0;44.0;25.0;1.333333333;0.0
